Tumor_name,Abbr,Samples,TSS_code,Tumor_id
Bladder Urothelial Carcinoma,BLCA,TCGA-E7-A677-01,E7,3
Bladder Urothelial Carcinoma,BLCA,TCGA-E7-A678-01,E7,3
Bladder Urothelial Carcinoma,BLCA,TCGA-E7-A6MD-01,E7,3
Bladder Urothelial Carcinoma,BLCA,TCGA-E7-A6ME-01,E7,3
Bladder Urothelial Carcinoma,BLCA,TCGA-E7-A6MF-01,E7,3
Bladder Urothelial Carcinoma,BLCA,TCGA-E7-A7DU-01,E7,3
Bladder Urothelial Carcinoma,BLCA,TCGA-E7-A7DV-01,E7,3
Bladder Urothelial Carcinoma,BLCA,TCGA-E7-A7PW-01,E7,3
Bladder Urothelial Carcinoma,BLCA,TCGA-E7-A7XN-01,E7,3
Bladder Urothelial Carcinoma,BLCA,TCGA-E7-A85H-01,E7,3
Bladder Urothelial Carcinoma,BLCA,TCGA-E7-A8O7-01,E7,3
Bladder Urothelial Carcinoma,BLCA,TCGA-E7-A8O8-01,E7,3
Bladder Urothelial Carcinoma,BLCA,TCGA-E7-A97P-01,E7,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3B3-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3B4-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3B5-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3B6-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3B7-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3B8-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3N5-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3N6-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3NA-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3SJ-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3SL-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3SM-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3SN-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3SO-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3SP-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3SQ-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3SR-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A3SS-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A43N-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A43S-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A43U-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A43X-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A43Y-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A5BR-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A5BS-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A5BT-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A5BV-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A5BX-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A5BZ-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A5C0-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A5C1-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A62N-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A62O-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A62S-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A6TA-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A6TB-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A6TD-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A6TE-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A6TF-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A6TG-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A6TH-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A6TI-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FD-A6TK-01,FD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FJ-A3Z7-01,FJ,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FJ-A3Z9-01,FJ,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FJ-A3ZE-01,FJ,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FJ-A3ZF-01,FJ,3
Bladder Urothelial Carcinoma,BLCA,TCGA-FT-A61P-01,FT,3
Bladder Urothelial Carcinoma,BLCA,TCGA-G2-A2EC-01,G2,3
Bladder Urothelial Carcinoma,BLCA,TCGA-G2-A2EF-01,G2,3
Bladder Urothelial Carcinoma,BLCA,TCGA-G2-A2EJ-01,G2,3
Bladder Urothelial Carcinoma,BLCA,TCGA-G2-A2EK-01,G2,3
Bladder Urothelial Carcinoma,BLCA,TCGA-G2-A2EL-01,G2,3
Bladder Urothelial Carcinoma,BLCA,TCGA-G2-A2EO-01,G2,3
Bladder Urothelial Carcinoma,BLCA,TCGA-G2-A2ES-01,G2,3
Bladder Urothelial Carcinoma,BLCA,TCGA-G2-A3IB-01,G2,3
Bladder Urothelial Carcinoma,BLCA,TCGA-G2-A3IE-01,G2,3
Bladder Urothelial Carcinoma,BLCA,TCGA-G2-A3VY-01,G2,3
Bladder Urothelial Carcinoma,BLCA,TCGA-G2-AA3B-01,G2,3
Bladder Urothelial Carcinoma,BLCA,TCGA-G2-AA3C-01,G2,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GC-A3BM-01,GC,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GC-A3I6-01,GC,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GC-A3WC-01,GC,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GC-A3YS-01,GC,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GD-A2C5-01,GD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GD-A3OP-01,GD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GD-A3OQ-01,GD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GD-A3OS-01,GD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GD-A6C6-01,GD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GD-A76B-01,GD,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GU-A42R-01,GU,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GU-A762-01,GU,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GU-A763-01,GU,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GU-A764-01,GU,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GU-A766-01,GU,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GU-AATO-01,GU,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GU-AATP-01,GU,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GU-AATQ-01,GU,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GV-A3JV-01,GV,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GV-A3JW-01,GV,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GV-A3JZ-01,GV,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GV-A3QF-01,GV,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GV-A3QG-01,GV,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GV-A3QH-01,GV,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GV-A3QI-01,GV,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GV-A3QK-01,GV,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GV-A40E-01,GV,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GV-A40G-01,GV,3
Bladder Urothelial Carcinoma,BLCA,TCGA-GV-A6ZA-01,GV,3
Bladder Urothelial Carcinoma,BLCA,TCGA-H4-A2HO-01,H4,3
Bladder Urothelial Carcinoma,BLCA,TCGA-H4-A2HQ-01,H4,3
Bladder Urothelial Carcinoma,BLCA,TCGA-HQ-A2OE-01,HQ,3
Bladder Urothelial Carcinoma,BLCA,TCGA-HQ-A2OF-01,HQ,3
Bladder Urothelial Carcinoma,BLCA,TCGA-HQ-A5ND-01,HQ,3
Bladder Urothelial Carcinoma,BLCA,TCGA-HQ-A5NE-01,HQ,3
Bladder Urothelial Carcinoma,BLCA,TCGA-K4-A3WS-01,K4,3
Bladder Urothelial Carcinoma,BLCA,TCGA-K4-A3WU-01,K4,3
Bladder Urothelial Carcinoma,BLCA,TCGA-K4-A3WV-01,K4,3
Bladder Urothelial Carcinoma,BLCA,TCGA-K4-A4AB-01,K4,3
Bladder Urothelial Carcinoma,BLCA,TCGA-K4-A4AC-01,K4,3
Bladder Urothelial Carcinoma,BLCA,TCGA-K4-A54R-01,K4,3
Bladder Urothelial Carcinoma,BLCA,TCGA-K4-A5RH-01,K4,3
Bladder Urothelial Carcinoma,BLCA,TCGA-K4-A5RI-01,K4,3
Bladder Urothelial Carcinoma,BLCA,TCGA-K4-A5RJ-01,K4,3
Bladder Urothelial Carcinoma,BLCA,TCGA-K4-A6FZ-01,K4,3
Bladder Urothelial Carcinoma,BLCA,TCGA-K4-A6MB-01,K4,3
Bladder Urothelial Carcinoma,BLCA,TCGA-K4-A83P-01,K4,3
Bladder Urothelial Carcinoma,BLCA,TCGA-K4-AAQO-01,K4,3
Bladder Urothelial Carcinoma,BLCA,TCGA-KQ-A41N-01,KQ,3
Bladder Urothelial Carcinoma,BLCA,TCGA-KQ-A41O-01,KQ,3
Bladder Urothelial Carcinoma,BLCA,TCGA-KQ-A41P-01,KQ,3
Bladder Urothelial Carcinoma,BLCA,TCGA-KQ-A41Q-01,KQ,3
Bladder Urothelial Carcinoma,BLCA,TCGA-KQ-A41R-01,KQ,3
Bladder Urothelial Carcinoma,BLCA,TCGA-KQ-A41S-01,KQ,3
Bladder Urothelial Carcinoma,BLCA,TCGA-LC-A66R-01,LC,3
Bladder Urothelial Carcinoma,BLCA,TCGA-LT-A5Z6-01,LT,3
Bladder Urothelial Carcinoma,BLCA,TCGA-LT-A8JT-01,LT,3
Bladder Urothelial Carcinoma,BLCA,TCGA-MV-A51V-01,MV,3
Bladder Urothelial Carcinoma,BLCA,TCGA-PQ-A6FI-01,PQ,3
Bladder Urothelial Carcinoma,BLCA,TCGA-R3-A69X-01,R3,3
Bladder Urothelial Carcinoma,BLCA,TCGA-S5-A6DX-01,S5,3
Bladder Urothelial Carcinoma,BLCA,TCGA-S5-AA26-01,S5,3
Bladder Urothelial Carcinoma,BLCA,TCGA-UY-A78K-01,UY,3
Bladder Urothelial Carcinoma,BLCA,TCGA-UY-A78L-01,UY,3
Bladder Urothelial Carcinoma,BLCA,TCGA-UY-A78M-01,UY,3
Bladder Urothelial Carcinoma,BLCA,TCGA-UY-A78N-01,UY,3
Bladder Urothelial Carcinoma,BLCA,TCGA-UY-A78O-01,UY,3
Bladder Urothelial Carcinoma,BLCA,TCGA-UY-A8OB-01,UY,3
Bladder Urothelial Carcinoma,BLCA,TCGA-UY-A8OC-01,UY,3
Bladder Urothelial Carcinoma,BLCA,TCGA-UY-A8OD-01,UY,3
Bladder Urothelial Carcinoma,BLCA,TCGA-UY-A9PD-01,UY,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A8HB-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A8HC-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A8HD-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A8HE-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A8HF-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A8HG-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A8HH-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A8HI-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9SH-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9SI-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9SJ-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9SK-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9SL-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9SM-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9SP-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9ST-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9SV-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9SW-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9SX-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9SY-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9SZ-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9T0-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9T2-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9T3-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9T4-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9T5-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9T6-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-A9T8-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAME-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAMG-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAMH-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAMJ-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAML-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAMQ-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAMT-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAMW-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAMX-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAMY-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAMZ-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAN0-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAN2-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAN3-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAN4-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAN5-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAN7-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-XF-AAN8-01,XF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-YC-A89H-01,YC,3
Bladder Urothelial Carcinoma,BLCA,TCGA-YC-A8S6-01,YC,3
Bladder Urothelial Carcinoma,BLCA,TCGA-YC-A9TC-01,YC,3
Bladder Urothelial Carcinoma,BLCA,TCGA-YF-AA3M-01,YF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-A9R0-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-A9R1-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-A9R2-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-A9R9-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-A9RD-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-A9RM-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-A9RN-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-AA4N-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-AA4T-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-AA4V-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-AA4W-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-AA51-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-AA52-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-AA53-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-AA54-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-AA56-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-AA58-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-ZF-AA5P-01,ZF,3
Bladder Urothelial Carcinoma,BLCA,TCGA-51-6867-01,51,3
Bladder Urothelial Carcinoma,BLCA,TCGA-52-7810-01,52,3
Bladder Urothelial Carcinoma,BLCA,TCGA-52-7811-01,52,3
Bladder Urothelial Carcinoma,BLCA,TCGA-52-7812-01,52,3
Bladder Urothelial Carcinoma,BLCA,TCGA-56-5897-01,56,3
Bladder Urothelial Carcinoma,BLCA,TCGA-56-5898-01,56,3
Bladder Urothelial Carcinoma,BLCA,TCGA-56-6545-01,56,3
Bladder Urothelial Carcinoma,BLCA,TCGA-56-6546-01,56,3
Bladder Urothelial Carcinoma,BLCA,TCGA-56-7221-01,56,3
Bladder Urothelial Carcinoma,BLCA,TCGA-56-7222-01,56,3
Bladder Urothelial Carcinoma,BLCA,TCGA-56-7730-01,56,3
Bladder Urothelial Carcinoma,BLCA,TCGA-56-8083-01,56,3
Bladder Urothelial Carcinoma,BLCA,TCGA-56-8309-01,56,3
Bladder Urothelial Carcinoma,BLCA,TCGA-56-A4BX-01,56,3
Bladder Urothelial Carcinoma,BLCA,TCGA-56-A5DS-01,56,3
Bladder Urothelial Carcinoma,BLCA,TCGA-58-8386-01,58,3
Bladder Urothelial Carcinoma,BLCA,TCGA-58-8388-01,58,3
Bladder Urothelial Carcinoma,BLCA,TCGA-58-8391-01,58,3
Bladder Urothelial Carcinoma,BLCA,TCGA-58-8392-01,58,3
Bladder Urothelial Carcinoma,BLCA,TCGA-58-8393-01,58,3
Bladder Urothelial Carcinoma,BLCA,TCGA-58-A46J-01,58,3
Bladder Urothelial Carcinoma,BLCA,TCGA-58-A46K-01,58,3
Bladder Urothelial Carcinoma,BLCA,TCGA-58-A46L-01,58,3
Bladder Urothelial Carcinoma,BLCA,TCGA-58-A46M-01,58,3
Bladder Urothelial Carcinoma,BLCA,TCGA-58-A46N-01,58,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5044-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5045-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5049-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5051-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5066-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5068-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5072-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5930-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5931-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5932-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5933-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5936-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5939-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5941-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5942-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5944-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-5946-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-6590-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-6591-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-6592-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-6593-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-6594-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-6595-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-6597-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-6673-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-7109-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-8457-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-8459-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-50-8460-01,50,3
Bladder Urothelial Carcinoma,BLCA,TCGA-53-7624-01,53,3
Bladder Urothelial Carcinoma,BLCA,TCGA-53-7626-01,53,3
Bladder Urothelial Carcinoma,BLCA,TCGA-53-7813-01,53,3
Bladder Urothelial Carcinoma,BLCA,TCGA-53-A4EZ-01,53,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-5899-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-6543-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-6712-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-6969-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-6970-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-6971-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-6978-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-6979-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-6981-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-6982-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-7573-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-7574-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-7728-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-7815-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-7910-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-7911-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-8505-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-8506-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-8507-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-8620-01,55,3
Bladder Urothelial Carcinoma,BLCA,TCGA-55-A494-01,55,3
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FA-8693-01,FA,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FA-A4BB-01,FA,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FA-A4XK-01,FA,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FA-A6HN-01,FA,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FA-A6HO-01,FA,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FA-A7DS-01,FA,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FA-A7Q1-01,FA,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FA-A82F-01,FA,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FA-A86F-01,FA,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FF-8041-01,FF,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FF-8042-01,FF,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FF-8043-01,FF,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FF-8046-01,FF,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FF-8047-01,FF,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FF-8061-01,FF,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FF-8062-01,FF,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FF-A7CR-01,FF,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FF-A7CW-01,FF,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FF-A7CX-01,FF,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-FM-8000-01,FM,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-G8-6325-01,G8,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-G8-6326-01,G8,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-G8-6906-01,G8,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-G8-6914-01,G8,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-GS-A9TT-01,GS,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-GS-A9TV-01,GS,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-GS-A9TW-01,GS,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-GS-A9TX-01,GS,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-GS-A9TZ-01,GS,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-GS-A9U4-01,GS,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-RQ-A68N-01,RQ,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-RQ-A6JB-01,RQ,4
Lymphoid Neoplasm Diffuse Large B-cell Lymphoma,DLBC,TCGA-VB-A8QN-01,VB,4
Cervical squamous cell carcinoma and endocervical adenocarcinoma,CESC,TCGA-2W-A8YY-01,2W,5
Cervical squamous cell carcinoma and endocervical adenocarcinoma,CESC,TCGA-4J-AA1J-01,4J,5
Cervical squamous cell carcinoma and endocervical adenocarcinoma,CESC,TCGA-C5-A0TN-01,C5,5
Cervical squamous cell carcinoma and endocervical adenocarcinoma,CESC,TCGA-C5-A1BJ-01,C5,5
Cervical squamous cell carcinoma and endocervical adenocarcinoma,CESC,TCGA-C5-A1BL-01,C5,5
Cervical squamous cell carcinoma and endocervical adenocarcinoma,CESC,TCGA-C5-A1M5-01,C5,5
Cervical squamous cell carcinoma and endocervical adenocarcinoma,CESC,TCGA-C5-A1M6-01,C5,5
Cervical squamous cell carcinoma and endocervical adenocarcinoma,CESC,TCGA-C5-A1M7-01,C5,5
Cervical squamous cell carcinoma and endocervical adenocarcinoma,CESC,TCGA-C5-A1M8-01,C5,5
